Level	Date and Time	User	Category	Description	
Information	30/08/2013 08:57:58	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.149:6661 passed authorization and logon.	
Information	30/08/2013 08:45:14	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.41:62122 logoff.	
Information	30/08/2013 08:45:14	administrator	System	Data Forwarding: 172.18.50.41:62122 is disconnected.	
Alarm	30/08/2013 08:35:49	administrator	System	ToxiRAE Pro(G021001241) is offline.	
Information	30/08/2013 08:35:45	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.149:6108 logoff.	
Information	30/08/2013 08:35:45	administrator	System	Data Forwarding: 172.18.50.149:6108 is disconnected.	
Information	30/08/2013 08:29:48	administrator	System	Data Forwarding: 172.18.50.149:6108 is connected.	
Information	30/08/2013 08:29:48	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.149:6108 passed authorization and logon.	
Information	30/08/2013 08:26:56	administrator	System	Data Forwarding: 172.18.50.41:62122 is connected.	
Information	30/08/2013 08:26:56	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.41:62122 passed authorization and logon.	
Information	29/08/2013 20:49:43	administrator	System	Cascade out: Connect to 50.19.81.10:9727 ...	
Warning	29/08/2013 20:43:44	administrator	System	Cascade out: Failed to connect to 50.19.81.10:9727!	
Information	29/08/2013 20:43:23	administrator	System	Cascade out: Disconnect from 50.19.81.10:9727 ...	
Alarm	29/08/2013 17:01:49	administrator	System	MultiRAE Pro(0000005678) is offline.	
Alarm	29/08/2013 16:59:49	administrator	System	ToxiRAE Pro(G021001237) is offline.	
Information	29/08/2013 16:58:15	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-sw-hbzhang at IP address 172.18.50.151:32979 logoff.	
Information	29/08/2013 16:58:15	administrator	System	Data Forwarding: 172.18.50.151:32979 is disconnected.	
Information	29/08/2013 16:58:12	administrator	System	MultiRAE Pro(0000005678) goes online.	
Information	29/08/2013 16:57:40	administrator	System	ToxiRAE Pro(G0212006P2) goes online.	
Alarm	29/08/2013 16:57:40	administrator	System	ToxiRAE Pro(G0212006P2) is in alarm: [OXY: CalDue ]	
Information	29/08/2013 16:57:39	administrator	System	ToxiRAE Pro(G021001241) goes online.	
Alarm	29/08/2013 16:57:39	administrator	System	ToxiRAE Pro(G021001241) is in alarm: [CO: CAL ]	
Information	29/08/2013 16:57:39	administrator	System	ToxiRAE Pro(G021001237) goes online.	
Alarm	29/08/2013 16:57:39	administrator	System	ToxiRAE Pro(G021001237) is in alarm: [LEL: NEG ]	
Information	29/08/2013 16:53:00	administrator	System	Data Forwarding: 172.18.50.151:32979 is connected.	
Information	29/08/2013 16:53:00	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-sw-hbzhang at IP address 172.18.50.151:32979 passed authorization and logon.	
Information	29/08/2013 16:35:05	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:29171 logoff.	
Information	29/08/2013 16:35:05	administrator	System	Data Forwarding: 172.18.12.73:29171 is disconnected.	
Information	29/08/2013 16:35:03	administrator	System	Data Forwarding: 172.18.12.73:29171 is connected.	
Information	29/08/2013 16:35:03	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:29171 passed authorization and logon.	
Information	29/08/2013 16:29:59	administrator	System	Data Forwarding: 172.18.50.81:4770 is connected.	
Information	29/08/2013 16:29:59	administrator	System	Data forwarding: ProRAE Guardian V1.60 w-rec-kren at IP address 172.18.50.81:4770 passed authorization and logon.	
Information	29/08/2013 15:44:57	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:28176 logoff.	
Information	29/08/2013 15:44:57	administrator	System	Data Forwarding: 172.18.12.73:28176 is disconnected.	
Information	29/08/2013 15:44:56	administrator	System	Data Forwarding: 172.18.12.73:28176 is connected.	
Information	29/08/2013 15:44:56	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:28176 passed authorization and logon.	
Information	29/08/2013 15:06:09	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-sw-hbzhang at IP address 172.18.50.151:30780 logoff.	
Information	29/08/2013 15:06:09	administrator	System	Data Forwarding: 172.18.50.151:30780 is disconnected.	
Information	29/08/2013 15:05:27	administrator	System	Data Forwarding: 172.18.50.151:30780 is connected.	
Information	29/08/2013 15:05:27	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-sw-hbzhang at IP address 172.18.50.151:30780 passed authorization and logon.	
Information	29/08/2013 15:03:50	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:30679 logoff.	
Information	29/08/2013 15:03:50	administrator	System	Data Forwarding: 172.18.50.151:30679 is disconnected.	
Information	29/08/2013 15:03:29	administrator	System	Data Forwarding: 172.18.50.151:30679 is connected.	
Information	29/08/2013 15:03:29	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:30679 passed authorization and logon.	
Information	29/08/2013 15:02:02	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:26706 logoff.	
Information	29/08/2013 15:02:02	administrator	System	Data Forwarding: 172.18.12.73:26706 is disconnected.	
Information	29/08/2013 15:02:00	administrator	System	Data Forwarding: 172.18.12.73:26706 is connected.	
Information	29/08/2013 15:02:00	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:26706 passed authorization and logon.	
Information	29/08/2013 14:55:48	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:30504 logoff.	
Information	29/08/2013 14:55:48	administrator	System	Data Forwarding: 172.18.50.151:30504 is disconnected.	
Information	29/08/2013 14:55:06	administrator	System	Data Forwarding: 172.18.50.151:30504 is connected.	
Information	29/08/2013 14:55:06	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:30504 passed authorization and logon.	
Information	29/08/2013 14:48:28	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:30076 logoff.	
Information	29/08/2013 14:48:28	administrator	System	Data Forwarding: 172.18.50.151:30076 is disconnected.	
Information	29/08/2013 14:47:25	administrator	System	Data Forwarding: 172.18.50.151:30076 is connected.	
Information	29/08/2013 14:47:25	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:30076 passed authorization and logon.	
Information	29/08/2013 14:24:15	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:29258 logoff.	
Information	29/08/2013 14:24:15	administrator	System	Data Forwarding: 172.18.50.151:29258 is disconnected.	
Information	29/08/2013 14:24:08	administrator	System	Data Forwarding: 172.18.50.151:29258 is connected.	
Information	29/08/2013 14:24:08	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:29258 passed authorization and logon.	
Information	29/08/2013 14:21:27	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:29172 logoff.	
Information	29/08/2013 14:21:27	administrator	System	Data Forwarding: 172.18.50.151:29172 is disconnected.	
Information	29/08/2013 14:21:25	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:29167 logoff.	
Information	29/08/2013 14:21:25	administrator	System	Data Forwarding: 172.18.50.151:29167 is disconnected.	
Information	29/08/2013 14:21:25	administrator	System	Data Forwarding: 172.18.50.151:29172 is connected.	
Information	29/08/2013 14:21:25	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:29172 passed authorization and logon.	
Information	29/08/2013 14:21:09	administrator	System	Data Forwarding: 172.18.50.151:29167 is connected.	
Information	29/08/2013 14:21:09	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:29167 passed authorization and logon.	
Information	29/08/2013 14:20:35	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:29103 logoff.	
Information	29/08/2013 14:20:35	administrator	System	Data Forwarding: 172.18.50.151:29103 is disconnected.	
Information	29/08/2013 14:20:10	administrator	System	Data Forwarding: 172.18.50.151:29103 is connected.	
Information	29/08/2013 14:20:10	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:29103 passed authorization and logon.	
Information	29/08/2013 14:20:00	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:29096 logoff.	
Information	29/08/2013 14:20:00	administrator	System	Data Forwarding: 172.18.50.151:29096 is disconnected.	
Information	29/08/2013 14:19:53	administrator	System	Data Forwarding: 172.18.50.151:29096 is connected.	
Information	29/08/2013 14:19:53	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:29096 passed authorization and logon.	
Information	29/08/2013 14:07:50	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-sw-hbzhang at IP address 172.18.50.151:28535 logoff.	
Information	29/08/2013 14:07:50	administrator	System	Data Forwarding: 172.18.50.151:28535 is disconnected.	
Information	29/08/2013 14:06:16	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.68:5681 logoff.	
Information	29/08/2013 14:06:16	administrator	System	Data Forwarding: 172.18.50.68:5681 is disconnected.	
Information	29/08/2013 14:06:04	administrator	System	Data Forwarding: 172.18.50.151:28535 is connected.	
Information	29/08/2013 14:06:04	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-sw-hbzhang at IP address 172.18.50.151:28535 passed authorization and logon.	
Information	29/08/2013 14:05:15	administrator	System	Data Forwarding: 172.18.50.68:5681 is connected.	
Information	29/08/2013 14:05:15	administrator	System	Data forwarding: ProRAE Guardian V1.80 rec-sw-wlxu at IP address 172.18.50.68:5681 passed authorization and logon.	
Information	29/08/2013 14:00:15	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-sw-hbzhang at IP address 172.18.50.151:27898 logoff.	
Information	29/08/2013 14:00:15	administrator	System	Data Forwarding: 172.18.50.151:27898 is disconnected.	
Information	29/08/2013 13:56:24	administrator	System	Data Forwarding: 172.18.50.151:27898 is connected.	
Information	29/08/2013 13:56:24	administrator	System	Data forwarding: ProRAE Guardian V1.80 w-sw-hbzhang at IP address 172.18.50.151:27898 passed authorization and logon.	
Information	29/08/2013 13:34:23	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:27056 logoff.	
Information	29/08/2013 13:34:23	administrator	System	Data Forwarding: 172.18.50.151:27056 is disconnected.	
Information	29/08/2013 13:14:55	administrator	System	Data Forwarding: 172.18.50.151:27056 is connected.	
Information	29/08/2013 13:14:55	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:27056 passed authorization and logon.	
Information	29/08/2013 12:49:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:26364 logoff.	
Information	29/08/2013 12:49:31	administrator	System	Data Forwarding: 172.18.50.151:26364 is disconnected.	
Information	29/08/2013 12:46:11	administrator	System	RAEPoint Switch(0021) goes online.	
Information	29/08/2013 12:41:54	administrator	System	Data Forwarding: 172.18.50.151:26364 is connected.	
Information	29/08/2013 12:41:54	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:26364 passed authorization and logon.	
Information	29/08/2013 12:28:00	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:20893 logoff.	
Information	29/08/2013 12:28:00	administrator	System	Data Forwarding: 172.18.50.151:20893 is disconnected.	
Information	29/08/2013 11:25:47	administrator	System	Data Forwarding: 172.18.50.151:20893 is connected.	
Information	29/08/2013 11:25:47	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:20893 passed authorization and logon.	
Information	29/08/2013 11:22:17	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:20710 logoff.	
Information	29/08/2013 11:22:17	administrator	System	Data Forwarding: 172.18.50.151:20710 is disconnected.	
Information	29/08/2013 11:19:26	administrator	System	Data Forwarding: 172.18.50.151:20710 is connected.	
Information	29/08/2013 11:19:26	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:20710 passed authorization and logon.	
Information	29/08/2013 11:18:03	administrator	System	Data forwarding: ProRAE Guardian V1.60 w-sw-hbzhang at IP address 172.18.50.151:20598 logoff.	
Information	29/08/2013 11:18:03	administrator	System	Data Forwarding: 172.18.50.151:20598 is disconnected.	
Information	29/08/2013 11:17:42	administrator	System	Data Forwarding: 172.18.50.151:20598 is connected.	
Information	29/08/2013 11:17:42	administrator	System	Data forwarding: ProRAE Guardian V1.60 w-sw-hbzhang at IP address 172.18.50.151:20598 passed authorization and logon.	
Information	29/08/2013 11:17:30	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:20530 logoff.	
Information	29/08/2013 11:17:30	administrator	System	Data Forwarding: 172.18.50.151:20530 is disconnected.	
Information	29/08/2013 11:14:00	administrator	System	Data Forwarding: 172.18.50.151:20530 is connected.	
Information	29/08/2013 11:14:00	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:20530 passed authorization and logon.	
Information	29/08/2013 10:52:03	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:19752 logoff.	
Information	29/08/2013 10:52:03	administrator	System	Data Forwarding: 172.18.50.151:19752 is disconnected.	
Information	29/08/2013 10:50:15	administrator	System	Data Forwarding: 172.18.50.151:19752 is connected.	
Information	29/08/2013 10:50:15	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:19752 passed authorization and logon.	
Information	29/08/2013 09:54:45	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:18600 logoff.	
Information	29/08/2013 09:54:45	administrator	System	Data Forwarding: 172.18.50.151:18600 is disconnected.	
Information	29/08/2013 09:53:27	administrator	System	Data Forwarding: 172.18.50.151:18600 is connected.	
Information	29/08/2013 09:53:27	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.151:18600 passed authorization and logon.	
